model_id,l1_mean,l1_var,l1_skew,l1_kurtosis,l1_l2_norm,l1_max_amp,l2_mean,l2_var,l2_skew,l2_kurtosis,l2_l2_norm,l2_max_amp,l3_mean,l3_var,l3_skew,l3_kurtosis,l3_l2_norm,l3_max_amp,quality_class
model_0226,0.00022310969,0.0013820977,-0.033875253,0.8323555,16.655405,0.16373962,-0.00025452577,0.005473745,0.013061408,-0.73169374,13.39275,0.1904791,-0.0103334235,0.012115756,-0.12003626,-1.3745526,3.9553564,0.22071087,vidējs
model_0227,-0.0006625668,0.00044152816,0.003539997,-1.1153038,9.41831,0.06351431,0.0013724591,0.00140678,0.021753708,-1.1072502,6.7940474,0.107590646,-0.0014865483,0.005359636,0.07930747,-0.77659655,2.6197639,0.20569481,vidējs
model_0228,0.004352374,0.016639445,1.8477875,14.765854,57.82212,1.4390162,-0.15269214,0.14623004,-2.3866873,9.842929,74.53621,3.122062,0.036816962,0.071745336,-0.13283317,3.8448138,9.67311,1.6175114,slikts
model_0229,4.9145747e-05,0.00042507003,-0.0023245858,-1.1989719,9.236543,0.037991237,-0.00051313295,0.0012970513,0.018738065,-1.1898191,6.52,0.064572446,-0.0031133778,0.0027142523,0.08428825,-1.1868163,1.8672574,0.101137005,slikts
model_0230,1.2474949e-05,2.1937538e-09,8.182988,150.51181,0.021714728,0.0014096223,-1.51705735e-05,5.1619544e-09,-5.957919,68.96083,0.013292417,0.0016494513,7.174634e-07,5.109539e-08,0.7286321,113.47254,0.008087198,0.0038574545,slikts
model_0231,-0.00033209196,0.00032387054,-0.26126948,6.497959,8.063762,0.220265,0.0029556728,0.0013587615,0.057747845,2.4079542,6.694039,0.24212296,-0.00086228753,0.027890574,0.16069844,0.77355766,5.9750223,0.5801195,labs
model_0232,0.009989606,0.032383163,-0.42381307,5.6395483,80.74315,1.5464269,-0.023269061,0.09264812,-0.17972563,2.9052029,55.259712,1.7654839,-0.106132254,0.14522102,-0.68377745,-0.5992091,14.15277,1.4458426,labs
model_0233,0.011346027,0.054840982,1.1201679,165.43195,105.03632,6.8615966,-0.0054330733,0.06576174,8.179131,1954.6322,46.431103,16.39964,-0.033628196,0.38854757,-2.4729154,23.934135,22.33357,5.1950564,slikts
model_0234,0.00060636626,0.00074135634,-0.018125055,0.46495438,12.201103,0.15961373,-0.0044856877,0.0035012325,-0.0034372176,-0.30801177,10.741867,0.21926466,0.0019946632,0.05930855,-0.08121013,-0.81527615,8.71321,0.60189027,vidējs
model_0235,7.968541e-05,0.00093590847,0.02754567,1.0544667,13.70554,0.21984275,0.00017606432,0.0045878496,0.004230716,-0.1972003,12.261145,0.2571882,0.0003594462,0.10469879,-0.014450814,-0.7879181,11.576468,0.8454875,vidējs
model_0236,-0.00021332454,0.00075125846,-0.116219185,0.6962924,12.279643,0.19329643,0.0038983074,0.0027468111,-0.08105385,-0.02402711,9.513436,0.26107687,-0.0146755725,0.008358838,-0.17638136,-1.0431405,3.3128521,0.24094506,labs
model_0237,2.2048256e-05,0.0004238916,-0.0017109944,-1.1995006,9.223709,0.036254216,-8.641366e-05,0.0012902175,-0.0019450954,-1.1899683,6.5021605,0.063234195,-0.0003339161,0.0024280876,-0.016983844,-1.2008367,1.762979,0.09382861,slikts
model_0238,-1.6354464e-06,0.00042682773,-0.0001569032,-1.2017782,9.255594,0.03898907,-8.824515e-05,0.0013090239,0.006786281,-1.2093542,6.549378,0.07284443,-0.0010857967,0.0026019788,0.015567056,-1.1652968,1.8253882,0.10186841,slikts
model_0239,-0.0010922437,0.009171864,0.08133036,2.0952172,42.907677,0.58921593,-0.07346988,0.03616044,-0.25907624,3.5646086,36.902317,1.2567554,-0.11297302,0.035532735,-0.7099267,2.3739343,7.8624687,1.0790622,slikts
model_0240,-0.0003434741,0.0005217879,0.0013860861,-0.69251704,10.234675,0.091562055,0.0040019774,0.0017059087,-0.004778362,-0.8447449,7.5115924,0.10921602,-0.00582677,0.004446448,-0.03992793,-1.1976591,2.3947673,0.13649936,vidējs
model_0241,0.018112645,0.0134399505,-3.67843,130.16362,52.566994,4.4818344,-0.009073676,0.0076427143,-2.3292942,31.062439,15.910194,1.56882,-0.038332034,0.026908312,-0.83181906,2.3505774,6.02689,0.90266335,vidējs
model_0242,5.5463654e-05,0.00042548034,-0.0050774585,-1.1983454,9.241005,0.036234785,-0.00041187933,0.0013108235,0.012734487,-1.2032869,6.554282,0.06342444,0.0007301108,0.0025369972,-0.00059527357,-1.2378012,1.8022316,0.093556,slikts
model_0243,0.0007398213,0.0014721976,-0.07883063,1.486021,17.192606,0.2144117,-0.0035916686,0.0055992687,-0.03921409,-0.42507148,13.560958,0.23071551,-0.021431725,0.014874746,-0.28001156,-1.1237563,4.430305,0.29279682,vidējs
model_0244,5.012678e-05,0.00041535898,0.0013330488,-1.1763775,9.130427,0.047925547,-0.00034735625,0.0012967903,0.00561662,-1.184316,6.518986,0.07891873,-0.0019260744,0.0034346879,0.09804054,-0.93649936,2.0978916,0.14741309,slikts
model_0245,-4.9565082e-05,0.00042547024,0.0016848594,-1.1971868,9.2408905,0.04076221,-0.00077011785,0.0013062954,0.018149517,-1.1944534,6.5440135,0.06676841,-0.00017838269,0.002440062,0.019253174,-1.1458623,1.7672917,0.10206418,slikts
model_0246,0.0014222042,0.0010754147,-0.08774551,1.3544693,14.705304,0.21305287,-0.008963136,0.0048875036,0.013890653,-0.18069816,12.758771,0.28490788,0.00033196138,0.0841994,-0.11504031,-0.9563956,10.381492,0.7873657,vidējs
model_0247,0.0010329848,0.000852944,-0.058055557,1.0771489,13.092113,0.19558248,-0.00639793,0.0041805743,0.018992547,-0.19072056,11.761394,0.2572679,-0.002359552,0.072684266,-0.12495619,-0.8784733,9.64588,0.77137554,vidējs
model_0248,0.0015480543,0.00096268055,-0.70578873,5.6460133,13.917424,0.32403734,-0.014221852,0.004517753,0.12167728,-0.012280226,12.436456,0.2632185,0.00016039089,0.06525393,-0.1087677,-1.4083896,9.139205,0.55384284,vidējs
model_0249,0.0018726656,0.0009918263,-0.5145984,9.549376,14.133901,0.32829326,-0.0053918697,0.0036497228,0.10869632,0.24398589,10.979379,0.2648537,9.220093e-09,0.09240595,0.7390264,-0.72454906,10.875643,0.9025228,labs
model_0250,-0.0015750831,0.0006981278,0.037112296,1.2007399,11.858113,0.21839418,0.0028536767,0.0021635012,-0.07953054,0.98872256,8.435665,0.26830256,-0.0066220723,0.0065259314,-0.24728136,-0.57219005,2.8998833,0.23977509,labs
model_0251,0.0020539826,0.0008294561,-0.8502796,17.055922,12.935295,0.38640562,0.00029827352,0.00380312,-0.023259832,2.7662654,11.16349,0.3799225,-0.005551585,0.09867554,-0.20081623,-1.177435,11.240292,0.78070915,labs
model_0252,0.013685943,0.0034831276,1.2426105,36.677025,27.141653,1.0792422,-0.0063199536,0.004703537,-1.099016,18.929577,12.46733,0.8351003,0.0014840342,0.0143452855,-0.31323516,2.9215121,4.285415,0.6615136,slikts
model_0253,0.0002509163,0.0009545259,-0.010117639,1.0557041,13.841593,0.23326454,-0.00070718105,0.004559722,0.0044198134,-0.15655446,12.22413,0.2909062,-0.0026371777,0.10317967,0.012957365,-0.8371813,11.492557,0.8286678,vidējs
model_0254,0.00063103554,0.0007247809,-0.013370253,0.5472081,12.064259,0.15744787,-0.0041545024,0.0034882645,-0.0061944504,-0.38515425,10.717696,0.22963113,-0.00042511467,0.05916939,-0.17369647,-0.8098712,8.702703,0.64766634,vidējs
model_0255,-1.0279344e-05,0.00042447742,-0.0011252189,-1.1989571,9.230077,0.035978366,-0.00022469301,0.0012870494,0.0010990528,-1.1851866,6.494281,0.06284365,-0.003153383,0.0024759988,0.0486325,-1.1093034,1.783818,0.09657547,slikts
model_0256,3.117273e-05,0.00042711903,-0.0028111276,-1.2050785,9.258762,0.035844624,0.00020699415,0.0013016996,-0.0045941686,-1.197762,6.5311174,0.06292918,0.0017146223,0.002528884,-0.043832157,-1.1229924,1.800204,0.092092834,slikts
model_0257,0.0006449202,0.0007432111,-0.036789827,0.5403054,12.216744,0.16045085,-0.0044308878,0.0035520403,-0.010272344,-0.38591456,10.818345,0.20995212,-0.0025091402,0.059901126,-0.124015294,-0.857275,8.756798,0.6702369,vidējs
model_0258,9.132336e-05,0.0007128294,0.024155887,2.7430177,11.961158,0.16936961,0.0009789054,0.0047956835,-0.016064176,-0.46818995,12.536999,0.22519556,-0.020843033,0.019837294,-0.18883047,-1.313849,5.0938993,0.30841476,vidējs
model_0259,-5.175482e-05,0.0005481315,-0.077555835,-0.26679444,10.488692,0.14518054,0.00315207,0.0020146044,0.09315216,-0.43123436,8.144946,0.18729892,-0.0014729487,0.020897347,-0.042955156,-0.59228635,5.1721735,0.37034988,labs
model_0260,-0.00036483075,0.00050019624,0.008324409,-0.68810415,10.020883,0.07604805,0.003751454,0.0015986997,-0.0040626093,-0.79681396,7.2696185,0.10640256,-0.004841653,0.0044604433,0.034675624,-1.2068982,2.3956988,0.1316107,vidējs
model_0261,0.16273464,2.4362912,-0.42859372,14.326937,703.0553,18.562544,-0.42689738,1.196763,-2.257941,4.005549,212.57285,8.005045,2.0396821,5.905786,0.40429404,-0.3223784,113.51033,9.483861,slikts
model_0262,0.011339462,0.0026713288,-5.1689997,115.90201,23.705553,1.393461,-0.014345359,0.009363748,-52.492134,5722.2935,17.708033,11.2799635,-0.0008354507,0.05227989,-2.1140926,35.382446,8.180412,2.6291363,slikts
model_0263,-0.00037123397,0.0004548524,-0.066848174,0.16774106,9.556062,0.11371469,0.004391104,0.001716764,0.022857642,-0.23204684,7.5423303,0.13974677,-0.014619967,0.0071197352,-0.18148242,-1.1108252,3.0637972,0.2492948,vidējs
model_0264,0.0011544162,0.0008306956,-0.29994565,3.5937061,12.922508,0.21748278,-0.005656504,0.0047300244,-0.004024109,-0.19297647,12.491672,0.2297366,-0.040109526,0.030901218,-0.45275694,-1.1594691,6.4507976,0.47876686,vidējs
model_0265,0.00061257713,0.0013610674,-0.39229688,3.5775223,16.530182,0.3511568,0.0013370913,0.0034925786,-0.012660447,0.41240597,10.700626,0.27978915,0.000532515,0.05092808,-0.21864185,-0.84197974,8.073928,0.5783272,labs
model_0266,0.0280569,0.008265933,-2.2803302,36.79383,42.62624,1.6522826,-0.018648671,0.009022037,-1.152047,7.4884996,17.522268,0.8652134,-0.005848808,0.013026491,-0.7104572,0.8717444,4.088728,0.49265406,vidējs
model_0267,0.00047883487,0.000875524,-0.44973195,2.0218902,13.257719,0.22972913,0.0016384511,0.0025708405,0.12862621,0.040920496,9.183098,0.22995533,-0.0007820277,0.032681048,-0.16936505,-1.1604273,6.467807,0.48598155,labs
model_0268,0.0009158822,0.0021549028,-0.05588127,2.1007557,20.800621,0.29269406,-0.0015922224,0.009234755,-0.008565712,-0.24047923,17.397917,0.36503792,-0.02523503,0.024873322,-0.22744374,-1.299602,5.714277,0.3753989,vidējs
model_0269,0.008580919,0.038864456,-1.0158494,8.400442,88.40262,2.1058671,-0.035092738,0.07601755,-0.014967477,1.3986797,50.311996,1.2748858,-0.16048694,0.17510137,-0.49501744,-1.1229879,16.03426,1.1632016,labs
model_0270,0.020899512,0.29622573,2.9266534,115.41052,244.01093,18.286003,-0.028832033,0.44267747,-8.896958,400.85498,120.552444,28.44277,0.00047854483,1.4206421,0.04265934,4.0391054,42.64296,6.474395,slikts
model_0271,2.2104776e-05,0.00042625985,-0.0016116012,-1.2026371,9.249439,0.037627988,-0.00022492647,0.0012952749,-0.0064521125,-1.1944165,6.5150003,0.06443514,0.0013239909,0.002210835,-0.006460093,-1.1871889,1.6828883,0.08848944,slikts
model_0272,0.0018598347,0.001241441,-0.85625136,6.581646,15.806841,0.30538145,-0.018051907,0.0050982283,0.14162037,-0.1361239,13.3318,0.24590555,5.1409007e-08,0.06996877,0.10126613,-1.5059034,9.463615,0.5348074,vidējs
model_0273,0.022717303,0.014460652,-2.355894,65.82773,54.825935,2.8636422,-0.012761723,0.0104159545,-1.2975386,13.637407,18.61845,1.2102286,-0.019146876,0.022512889,-0.63122135,1.8814721,5.411631,0.78089947,vidējs
model_0274,-0.00026159495,0.00040775005,-0.26411963,2.8468804,9.047141,0.19635113,0.005605661,0.0016623944,0.020915292,0.20018816,7.450035,0.1654784,-0.012769076,0.01131008,-0.28126952,-1.0673364,3.83218,0.28821525,labs
model_0275,-0.014593928,0.020556403,0.21773703,31.410156,64.56385,1.3627062,-0.1382949,0.24591166,-1.2906239,8.162919,93.191925,3.9182625,0.1338808,0.11935534,-0.039444175,3.2529273,13.255854,2.0916197,slikts
model_0276,4.6581895e-06,0.0004258345,-0.0006026942,-1.1991924,9.244819,0.03763108,-0.00026921774,0.0012971978,0.011703188,-1.193057,6.5198894,0.065154225,0.002441762,0.0027179902,-0.078279234,-1.2263029,1.8672599,0.09548023,slikts
model_0277,-0.00063855434,0.0005140233,-0.0019609658,-0.62857556,10.1611185,0.14201626,0.001997631,0.0018251612,0.024899267,-0.6312928,7.7419405,0.17412356,-0.0017721641,0.01598692,0.051707346,-0.17331052,4.5240774,0.4119683,labs
model_0278,0.006065929,0.043179195,-1.427461,66.51876,93.13225,5.3435183,-0.016749136,0.10779733,-0.15791538,65.90728,59.51046,5.5876803,-0.05136005,0.32565853,-0.6807531,2.5488548,20.499252,2.565133,vidējs
model_0279,0.0014390721,0.0007830575,-0.4026101,3.4458976,12.55302,0.22542952,-0.01239158,0.0037926724,0.016682724,-0.18513322,11.3714485,0.23280697,0.0004482478,0.058192372,-0.3680088,-1.0765249,8.630556,0.6359384,vidējs
model_0280,0.00013628513,0.0004955619,-0.0024249514,-0.8247349,9.973213,0.09052206,-0.0009105639,0.0018002494,0.0012665514,-0.8101411,7.6823,0.13521123,0.0019590496,0.014418781,-0.15044077,-0.010280132,4.2966213,0.36667866,slikts
model_0281,-0.00019508145,0.0029925744,-0.04471188,2.1322165,24.507732,0.3523568,-0.00077748566,0.014211584,-0.034810644,-0.371094,21.580198,0.49123353,-0.023189098,0.040459,-0.04717383,-1.4533864,7.24402,0.41303307,labs
model_0282,0.22424191,0.055004213,0.63490486,-0.15111232,145.36792,1.3611821,-0.15313995,0.08456276,-0.2773189,0.46130514,59.493046,1.6204073,0.39343074,0.21283218,0.12529922,0.92829037,21.692244,2.5220025,slikts
model_0283,0.008109316,0.020038674,-0.7372419,46.773247,63.521915,3.1176467,-0.03800367,0.060267504,1.4653025,55.95322,44.968563,4.296315,-0.027946997,0.10251255,-0.35592362,1.3431573,11.498512,1.2921427,vidējs
model_0284,0.0027802978,0.002737829,-0.52730834,4.074659,23.474335,0.52348274,-0.0316988,0.010137819,0.090601064,0.11989784,19.108162,0.45604616,0.0019424126,0.1281368,-0.09574021,-1.1653036,12.807028,0.82379884,vidējs
model_0285,0.010318034,0.0071481033,-2.6016502,53.01457,38.157818,1.8965572,-0.01797621,0.007471082,-1.4298561,8.138808,15.981275,0.6790176,-0.0031035088,0.012246262,-0.6545302,1.0331893,3.9607503,0.504186,vidējs
model_0286,-7.503338e-05,0.000639692,-0.012289388,-0.32123017,11.330923,0.0814719,-0.0018769483,0.0017270104,0.02090288,-0.9233186,7.530346,0.099565156,-0.0010418433,0.0030988916,-0.05710065,-1.1263338,1.9919765,0.11519839,slikts
model_0287,-0.0018449429,0.0006536541,0.05320653,-0.017254591,11.483648,0.1526506,0.0022139135,0.0020447471,-0.01702828,-0.2525947,8.195296,0.21766439,-0.003344835,0.0052654333,-0.17591085,-1.0297251,2.5988603,0.21788003,vidējs
model_0288,0.0027405114,0.0044133416,-1.3264982,12.645526,29.787285,0.74316126,-0.011734828,0.00670903,-1.0419321,3.6155744,14.978446,0.47794354,-0.021651637,0.012206966,-0.57747155,-0.5172553,4.0280232,0.38622716,labs
model_0289,0.0024316288,0.0014908866,-0.77595705,5.825448,17.332436,0.32590324,-0.023107635,0.0054490147,0.16030747,-0.20265841,14.001793,0.2479327,1.7881394e-08,0.07133669,0.25346857,-1.3946582,9.555677,0.5884139,vidējs
model_0290,0.0011166614,0.0022327774,-0.5457467,8.959504,21.174927,0.5086525,-0.0013979314,0.0041966834,-0.34800068,2.200872,11.729491,0.37377194,-0.027399426,0.01912648,-0.46239376,-0.75022554,5.0440884,0.4707005,labs
model_0291,6.680094e-05,0.00042132032,0.0009299966,-1.2030879,9.195737,0.037729118,-0.0003462542,0.0012900867,-0.005648151,-1.2005097,6.502114,0.06483376,-0.000114749026,0.0020472792,-0.01187459,-1.1912624,1.6188064,0.08778196,slikts
model_0292,0.25053048,1.2069644,0.45088884,11.79763,504.81677,14.208226,-0.23913598,0.6877957,-3.2800758,9.438828,156.24199,5.9430056,2.797992,7.555641,0.09648289,-0.32511926,140.3283,10.95463,slikts
model_0293,0.06362256,0.035464164,-1.0122606,56.38282,89.05168,4.350209,-0.013080425,0.007844318,-1.2386373,14.397217,16.206451,1.0758708,-0.027254546,0.045875713,-0.6240839,1.5886998,7.724746,1.1450268,slikts
model_0294,0.0008948522,0.0021395895,-0.030822387,4.131872,20.726429,0.44189346,-0.0008575358,0.008867059,0.014783983,0.42281199,17.046404,0.49849322,-6.9269445e-05,0.22028366,0.08168622,-0.8156736,16.791756,1.2466912,labs
model_0295,0.006129324,0.080604516,-1.1796265,50.75681,127.220985,5.493443,-0.05531101,0.24634045,-0.18677023,55.744114,90.40093,7.760061,-0.039823137,0.10711205,-0.6282769,1.6526775,11.795481,1.5671842,vidējs
model_0296,-3.569779e-05,0.00042466223,0.0029850393,-1.1922482,9.232098,0.040993966,-0.0015501746,0.001305757,0.022870317,-1.1968882,6.547197,0.07030092,-0.00037716446,0.0019244,0.02984304,-1.1802309,1.5695266,0.08738303,slikts
model_0297,0.0015943826,0.0010230651,-0.9140791,7.1562805,14.34724,0.32259524,-0.013121305,0.004831239,0.18362805,0.056727648,12.804362,0.24118708,5.0880017e-06,0.06736389,-0.17845201,-1.4825743,9.285784,0.58096,vidējs
model_0298,-3.6961763e-05,0.00039218264,-0.2627811,18.484829,8.872017,0.32476366,0.0034479788,0.0013615994,0.2120807,6.0830736,6.708684,0.34664142,-0.012243192,0.014042849,-0.49193785,0.3901825,4.262243,0.4926094,labs
model_0299,0.0006315237,0.00043253516,0.59386235,374.79623,9.32154,0.8738264,-0.0019586245,0.0016811611,-75.262695,6884.8267,7.430609,4.5763035,1.1198781e-05,0.004385419,1.3265885,56.56484,2.3692482,0.7643581,slikts
model_0300,0.0019783583,0.0038130758,-0.74705434,12.383008,27.678185,0.71938753,-0.005780088,0.006053116,-0.35264534,2.181754,14.122437,0.47934586,-0.032629877,0.023917962,-0.48182708,-0.789592,5.6548934,0.45968586,labs
model_0301,-0.014798112,0.006171785,-3.5190938,27.692066,35.814117,0.92565835,0.0438173,0.18025523,1.8053678,15.237179,77.26264,2.7690527,0.0833962,0.14826237,0.13133663,3.865161,14.095323,2.0959568,slikts
model_0302,0.00010220958,0.00047099692,-0.002405098,-0.9331813,9.72281,0.07813721,-0.0009153946,0.0016494521,0.0032511717,-0.89903736,7.353687,0.13219292,0.0036043003,0.010827864,-0.09697157,0.24754667,3.72509,0.36976647,slikts
model_0303,-0.00034145766,0.0010407439,-0.13148418,6.2699804,14.453537,0.3200517,0.004905821,0.0034437245,-0.081072606,1.963429,10.659858,0.34414348,-0.02480169,0.02403225,-0.49918994,-0.35010314,5.6168175,0.52990717,labs
model_0304,0.019384772,0.0023105054,1.7847627,10.859681,23.219515,0.6639327,-0.021938454,0.011642099,-6.0404534,131.55983,19.931366,3.795943,0.00021058173,0.040517263,0.0001996096,2.6039734,7.2015386,1.1915601,slikts
model_0305,0.00039352017,0.0008827252,0.026091782,0.85542035,13.311558,0.15300223,-0.0011897099,0.002512279,0.009959088,-0.64753747,9.075722,0.14504285,-0.0042665377,0.0049372343,-0.22541942,-0.9153354,2.5185235,0.17193453,slikts
model_0306,0.00063718116,0.0005549335,-0.040249422,0.4120407,10.557408,0.15154836,-0.0061121807,0.0025098207,0.008874482,-0.40964794,9.135972,0.18037485,0.00034468883,0.032384496,-0.26154336,-0.55100703,6.4383464,0.51439416,vidējs
model_0307,-5.114872e-05,0.0005803465,-0.07770005,0.3406527,10.792511,0.12612106,0.0042871367,0.0018974538,-7.422487e-05,-0.22027087,7.923258,0.15822908,-0.011001919,0.0065083317,-0.095458575,-1.1907774,2.9130049,0.1818313,vidējs
model_0308,0.022677563,0.0039500687,0.103817545,54.45816,29.933443,1.5480537,-0.020407185,0.007917716,-2.742805,44.60689,16.525557,2.612371,-0.0013037507,0.049719103,0.8615563,8.712552,7.9776325,1.7580423,slikts
model_0309,-4.3180542e-05,0.0008444274,-0.22592649,3.757392,13.018459,0.3136223,0.0029720855,0.0026747896,0.075685136,0.69430566,9.377471,0.32913464,0.00022609663,0.038661353,0.06675881,-0.0011696815,7.0346713,0.6191753,labs
model_0310,0.0025644125,0.0034300375,-0.74881417,7.446739,26.262934,0.6682576,-0.015083819,0.01244615,0.0684686,0.5508678,20.378687,0.50023293,-8.2871506e-05,0.19420679,-0.029388636,-1.0994705,15.766568,1.2602683,labs
model_0311,0.0028745173,0.0010803593,-2.6109455,65.23403,14.781421,0.7753146,-0.0065680454,0.0016457799,-1.2281754,18.113941,7.439254,0.41147402,3.4018514e-05,0.017023815,0.35859355,-0.48690104,4.668028,0.3988953,vidējs
model_0312,0.003228547,0.0029343914,-1.2892917,16.100782,24.311224,0.66395676,-0.006473059,0.003996069,-0.93548334,3.8254251,11.502877,0.37083587,-0.027045589,0.009578646,-0.5311721,-0.5513501,3.6327596,0.3519099,labs
model_0313,0.0014761928,0.0010031679,-0.123994105,1.278213,14.204827,0.23256361,-0.013389832,0.0046012546,0.005252862,-0.30629516,12.515942,0.24395068,-0.0012828611,0.062134076,-0.34146458,-0.91665864,8.918168,0.78454095,vidējs
model_0314,2.2395975e-06,7.9430795e-11,2.619769,130.19685,0.0041168868,0.00030980684,-1.5284259e-06,6.281436e-11,-1.3972393,75.53793,0.0014611125,0.00022163903,2.695193e-07,1.2977309e-09,2.8255455,23.062107,0.001288871,0.00033478226,slikts
model_0315,0.0003555641,0.0031975054,-0.058077037,2.752606,25.33332,0.4407959,1.9039493e-05,0.017457865,0.022245225,0.15904999,23.917759,0.6240278,-0.03449359,0.056610156,-0.17355359,-1.3983437,8.601392,0.52873677,labs
model_0316,-0.00015676909,0.0007193534,-0.19122654,1.824894,12.015902,0.20048943,0.0046777558,0.0027663526,-0.08419656,0.5361428,9.5584955,0.26091406,-0.017101428,0.010677316,-0.2586856,-0.9849136,3.7471738,0.27255508,labs
model_0317,4.835709e-05,0.0004921827,-0.022941044,-0.7398162,9.938988,0.09911347,0.0036366372,0.001685148,0.07134629,-0.7717345,7.460047,0.14183737,0.0004905726,0.012693046,-0.042267412,-1.041921,4.0308075,0.2746233,vidējs
model_0318,0.0033408867,0.0053506275,-2.431265,28.061335,32.804424,1.1960315,-0.008505198,0.005527133,-1.1300673,4.7426987,13.545606,0.45917878,-0.037888147,0.009134707,-0.5571911,-0.48039985,3.6782985,0.35373718,labs
model_0319,-1.4200686e-05,0.00043472077,0.009942314,-1.1547706,9.340785,0.059736136,9.3740564e-05,0.0013751165,-0.012507268,-1.1718584,6.7126822,0.0889917,8.6901055e-05,0.0042151054,-0.014264486,-0.81408596,2.3227882,0.16259977,slikts
model_0320,0.0059555555,0.001750343,-1.3541708,15.218378,18.931963,0.5926605,-0.016874539,0.0073740706,0.110283054,3.3606286,15.84185,0.46400473,0.0007735916,0.06220497,-0.10427736,-1.4537815,8.923179,0.5390636,vidējs
model_0321,4.424872e-05,0.00041833718,-0.0026378427,-1.1965383,9.163095,0.040118203,-0.0006454786,0.0012800992,-0.0070502143,-1.1928861,6.4776497,0.06876905,0.001382034,0.0018038561,-0.009883422,-1.1720685,1.5203226,0.08704633,slikts
model_0322,0.014469213,0.0027435115,6.5037136,95.75404,24.344448,0.8499603,-0.013783867,0.0067014056,-4.5621305,187.33994,15.027223,3.1611686,-0.000568795,0.03315725,-0.22716664,6.9981604,6.514729,1.3206288,slikts
model_0323,0.0031163434,0.006191116,-1.3794914,11.793609,35.2779,0.87501097,-0.015232857,0.010307641,-1.0899901,3.7349215,18.583979,0.5787367,-0.025352672,0.015644547,-0.7556218,-0.38911963,4.5659337,0.48099405,labs
model_0324,0.05060395,0.49236107,-5.84144,160.80078,315.17105,21.446836,-0.024447624,0.012582321,-9.852835,229.1802,20.781782,4.163447,-0.0528407,0.113870956,-0.48775315,6.1847944,12.220015,2.5768363,slikts
model_0325,0.0008693184,0.0006560212,-0.10800843,1.6178436,11.481193,0.1870247,-0.010020931,0.0031589153,0.008246811,-0.30485153,10.3345,0.20803311,-2.6948377e-05,0.04692889,-0.16499478,-0.9449923,7.7504177,0.53159684,vidējs
model_0326,0.0014052514,0.0012517973,-0.6178621,4.395842,15.863072,0.31569928,-0.0028167209,0.0027257984,0.051985506,0.19926095,9.464616,0.22463527,0.00044841022,0.02366824,-0.18860294,-1.0972661,5.504144,0.40182647,labs
model_0327,0.00026134512,0.0009607028,-0.028029744,0.9878683,13.886344,0.23129226,-0.0003988866,0.0045120763,0.016808376,-0.22413516,12.159643,0.28061506,-0.00020414293,0.102602266,-0.05151332,-0.77390623,11.45997,0.87315387,vidējs
model_0328,0.00053570437,0.0005938466,-0.011565508,-0.22322083,10.919934,0.13588303,-0.004872997,0.0024451714,-0.0033669425,-0.56686807,8.994526,0.17052636,0.00079421175,0.025257766,-0.24469484,-0.31009603,5.6860127,0.50747496,slikts
model_0329,0.009249038,0.0015179102,0.44020492,41.01557,17.939318,0.7659484,-0.001718874,0.0036573699,-0.65605724,32.08854,10.95178,0.9889668,0.00082809327,0.010174891,0.34915388,2.8145084,3.6089802,0.40796262,vidējs
model_0330,-0.00046662916,0.0004759241,0.014736994,-0.82329106,9.775661,0.07527827,0.0036160203,0.0014517949,0.0123479795,-0.9356487,6.928266,0.10134004,-0.004006223,0.0037966247,-0.08815947,-1.0953734,2.2091227,0.13018689,vidējs
model_0331,0.00024147611,0.0006136459,-0.01152309,1.0067959,11.098325,0.10833351,-0.0013747613,0.0021384822,-0.004634225,-0.7244582,8.374706,0.12338549,-0.0017234621,0.004270722,-0.13481264,-1.0775973,2.338873,0.14317046,slikts
model_0332,-0.000333784,0.0006011453,-0.01369876,-0.16159868,10.985198,0.12374283,0.0041543106,0.0018602562,-0.018329354,-0.5448928,7.8436213,0.15024059,-0.0050362768,0.00535245,-0.15707459,-1.0829104,2.623662,0.17771888,vidējs
model_0333,-0.0012892687,0.00043940163,0.007192522,-1.1391433,9.40868,0.043910407,0.00086041354,0.0013558469,0.0034870459,-1.1694558,6.667282,0.07119187,-0.001140373,0.0028529519,-0.010118064,-1.1523153,1.9113982,0.09732894,slikts
model_0334,-4.6201912e-06,0.0004252117,0.0027099163,-1.2014164,9.238056,0.036533948,-0.00012054796,0.0012987459,-0.0010575921,-1.1985604,6.5236325,0.06318532,-0.0019771066,0.002526496,0.04904815,-1.1554011,1.7996995,0.08905409,slikts
model_0335,-0.000691433,0.00045337793,0.0051352377,-1.0452044,9.544145,0.058011346,0.0026555953,0.0013573716,0.0209234,-1.069333,6.686512,0.08280245,-0.0014183165,0.0031822822,-0.010051319,-1.1258678,2.0188851,0.109661505,vidējs
model_0336,0.002350595,0.0034381528,-0.42021883,2.755124,26.289919,0.42548913,-0.018414477,0.016073909,-0.10713367,0.2030139,23.190975,0.4682482,-0.03993631,0.042559866,-0.19372836,-1.4226667,7.5178523,0.4609176,labs
model_0337,0.24902682,0.49388242,2.0140831,9.778068,334.0212,6.599302,-0.14053479,0.22247532,-3.810464,22.73226,89.0912,5.560534,1.485289,4.242514,0.7345561,-0.07237172,90.85265,8.040191,slikts
